graph20_70_3.txt: 
Min Cuts: 29 
R Size | Number of Cuts
     9 |             0
    10 |             0
    11 |             1
    12 |             0
    13 |             1
    14 |             2
    15 |             0
    16 |             3
    17 |            12
    18 |            20
    19 |             0

graph20_70_175.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             5
     2 |             2
     3 |             2
     4 |             0
     5 |             1
     6 |             0
     7 |             0
     8 |             1
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             2
    16 |             4
    17 |            14
    18 |            21
    19 |             0

graph20_70_599.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             7
     2 |             5
     3 |             1
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             0
    18 |            37
    19 |             0

graph20_70_95.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             4
     2 |             0
     3 |             0
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             0
    17 |             4
    18 |            39
    19 |             0

graph20_70_424.txt: 
Min Cuts: 61 
R Size | Number of Cuts
     1 |             5
     2 |             0
     3 |             2
     4 |             0
     5 |             0
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             0
    12 |             0
    13 |             0
    14 |             0
    15 |             0
    16 |             3
    17 |            12
    18 |            28
