graph20_50_710.txt: 
Min Cuts: 31 
R Size | Number of Cuts
     5 |             4
     6 |             3
     7 |             4
     8 |             0
     9 |             3
    10 |             3
    11 |             3
    12 |             3
    13 |             2
    14 |             2
    15 |             7
    16 |            13
    17 |            16
    18 |            11
    19 |             0

graph20_50_350.txt: 
Min Cuts: 104 
R Size | Number of Cuts
     1 |             9
     2 |             1
     3 |             2
     4 |             1
     5 |             1
     6 |             1
     7 |             1
     8 |             0
     9 |             1
    10 |             1
    11 |             3
    12 |             5
    13 |             9
    14 |            12
    15 |            13
    16 |            12
    17 |            11
    18 |            10
    19 |             0

graph20_50_549.txt: 
Min Cuts: 104 
R Size | Number of Cuts
     1 |             5
     2 |             6
     3 |             4
     4 |             2
     5 |             1
     6 |             0
     7 |             0
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             2
    13 |             4
    14 |             4
    15 |            12
    16 |            22
    17 |            21
    18 |            12
    19 |             0

graph20_50_832.txt: 
Min Cuts: 104 
R Size | Number of Cuts
     1 |             4
     2 |             4
     3 |             3
     4 |             3
     5 |             4
     6 |             3
     7 |             1
     8 |             0
     9 |             0
    10 |             0
    11 |             1
    12 |             2
    13 |             4
    14 |             8
    15 |            10
    16 |            17
    17 |            17
    18 |            12
    19 |             0

graph20_50_363.txt: 
Min Cuts: 104 
R Size | Number of Cuts
     1 |            12
     2 |             8
     3 |             3
     4 |             4
     5 |             2
     6 |             0
     7 |             0
     8 |             2
     9 |             1
    10 |             3
    11 |             1
    12 |             6
